,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
97859,9.06001E+11,,2013,Norway,South Africa,1388364,16010,Social/ welfare services
97881,9.06001E+11,,2013,Norway,Brazil,428648,16010,Social/ welfare services
97895,9.06001E+11,,2013,Norway,Brazil,342918,16010,Social/ welfare services
97902,9.06001E+11,,2013,Norway,South Africa,383434,16010,Social/ welfare services
97903,9.06001E+11,,2013,Norway,South Africa,12851,16010,Social/ welfare services
97904,9.06001E+11,,2013,Norway,South Africa,63254,16010,Social/ welfare services
97905,9.06001E+11,,2013,Norway,India,30423,23030,Power generation/renewable sources
97917,9.06001E+11,,2013,Norway,South Africa,131195,16010,Social/ welfare services
97918,9.06001E+11,,2013,Norway,South Africa,17188,16010,Social/ welfare services
97938,9.06001E+11,,2013,Norway,South Africa,145740,16010,Social/ welfare services
97947,9.06001E+11,,2013,Norway,India,10602,16010,Social/ welfare services
94730,9.06001E+11,,2013,France,Brazil,111213,16010,Social/ welfare services
98235,9.06001E+11,,2013,Italy,Brazil,5226,16010,Social/ welfare services
98234,9.06001E+11,,2013,Italy,Brazil,10452,16010,Social/ welfare services
98233,9.06001E+11,,2013,Italy,Brazil,22210,16010,Social/ welfare services
98224,9.06001E+11,,2013,Italy,India,22957,16010,Social/ welfare services
98187,9.06001E+11,,2013,Italy,Brazil,23037,16010,Social/ welfare services
97767,9.06001E+11,,2013,Norway,India,68080,16010,Social/ welfare services
98185,9.06001E+11,,2013,Italy,Brazil,64964,16010,Social/ welfare services
98140,9.06001E+11,,2013,Italy,Brazil,15677,23020,Power generation/non-renewable sources
98047,9.06001E+11,,2013,Italy,India,6532,16010,Social/ welfare services
98030,9.06001E+11,,2013,Italy,India,68564,23030,Power generation/renewable sources
97971,9.06001E+11,,2013,Norway,Brazil,77071,16010,Social/ welfare services
97963,9.06001E+11,,2013,Norway,Colombia,128526,16010,Social/ welfare services
97958,9.06001E+11,,2013,Norway,India,72484,32120,Industrial development
98181,9.06001E+11,,2013,Italy,Brazil,51112,16010,Social/ welfare services
97175,9.06001E+11,,2013,Germany,Chile,45994640,23030,Power generation/renewable sources
97764,9.06001E+11,,2013,Norway,India,316651,16010,Social/ welfare services
97748,9.06001E+11,,2013,Norway,Thailand,14136,16010,Social/ welfare services
97200,9.06001E+11,,2013,Germany,South Africa,361386,16010,Social/ welfare services
97222,9.06001E+11,,2013,Germany,South Africa,617642,16010,Social/ welfare services
97228,9.06001E+11,,2013,Germany,Chile,12760,23030,Power generation/renewable sources
97229,9.06001E+11,,2013,Germany,South Africa,605815,16010,Social/ welfare services
97277,9.06001E+11,,2013,Germany,South Africa,190549,16010,Social/ welfare services
97343,9.06001E+11,,2013,Germany,India,209078,16010,Social/ welfare services
97344,9.06001E+11,,2013,Germany,India,65707,16010,Social/ welfare services
97345,9.06001E+11,,2013,Germany,Brazil,13141326,23030,Power generation/renewable sources
97393,9.06001E+11,,2013,Germany,India,1314133,16010,Social/ welfare services
97400,9.06001E+11,,2013,Germany,India,563763,16010,Social/ welfare services
97404,9.06001E+11,,2013,Germany,India,72277292,23020,Power generation/non-renewable sources
97405,9.06001E+11,,2013,Germany,India,124842596,23020,Power generation/non-renewable sources
97409,9.06001E+11,,2013,Germany,Brazil,2628265,23030,Power generation/renewable sources
97412,9.06001E+11,,2013,Germany,India,240486,16010,Social/ welfare services
97417,9.06001E+11,,2013,Germany,India,457318,16010,Social/ welfare services
97420,9.06001E+11,,2013,Germany,India,7884796,16010,Social/ welfare services
97483,9.06001E+11,,2013,Germany,Brazil,11827193,23030,Power generation/renewable sources
97736,9.06001E+11,,2013,Norway,Thailand,35039,16010,Social/ welfare services
97727,9.06001E+11,,2013,Norway,South Africa,6157867,23030,Power generation/renewable sources
97714,9.06001E+11,,2013,Germany,Chile,20425,23030,Power generation/renewable sources
97696,9.06001E+11,,2013,Germany,Chile,185896,23030,Power generation/renewable sources
97687,9.06001E+11,,2013,Germany,India,6570663,23030,Power generation/renewable sources
97685,9.06001E+11,,2013,Germany,India,29503,23030,Power generation/renewable sources
97753,9.06001E+11,,2013,Norway,South Africa,118463,16010,Social/ welfare services
97674,9.06001E+11,,2013,Germany,South Africa,137896,32120,Industrial development
97666,9.06001E+11,,2013,Germany,India,54057,32120,Industrial development
97658,9.06001E+11,,2013,Germany,South Africa,190494,32120,Industrial development
97601,9.06001E+11,,2013,Germany,Brazil,268083,16010,Social/ welfare services
97600,9.06001E+11,,2013,Germany,South Africa,74761,32120,Industrial development
97589,9.06001E+11,,2013,Germany,Brazil,60750,16010,Social/ welfare services
97561,9.06001E+11,,2013,Germany,South Africa,449092,32120,Industrial development
97673,9.06001E+11,,2013,Germany,Chile,37592,23030,Power generation/renewable sources
94728,9.06001E+11,,2013,France,Brazil,531158,16010,Social/ welfare services
93756,9.06E+11,,2013,United Kingdom,India,87661,23030,Power generation/renewable sources
94716,9.06001E+11,,2013,France,Brazil,3416094,16010,Social/ welfare services
93457,9.06E+11,,2013,United Kingdom,Colombia,29423,16010,Social/ welfare services
93459,9.06E+11,,2013,United Kingdom,Colombia,17339,16010,Social/ welfare services
93460,9.06E+11,,2013,United Kingdom,Brazil,6006,16010,Social/ welfare services
93462,9.06E+11,,2013,United Kingdom,Colombia,11195,16010,Social/ welfare services
93466,9.06E+11,,2013,United Kingdom,Thailand,19918,23030,Power generation/renewable sources
93469,9.06E+11,,2013,United Kingdom,Colombia,8699,16010,Social/ welfare services
93488,9.06E+11,,2013,United Kingdom,Brazil,1758,16010,Social/ welfare services
93489,9.06E+11,,2013,United Kingdom,Brazil,25073,16010,Social/ welfare services
93490,9.06E+11,,2013,United Kingdom,Brazil,6330,16010,Social/ welfare services
93535,9.06E+11,,2013,United Kingdom,Chile,20905,23030,Power generation/renewable sources
93553,9.06E+11,,2013,United Kingdom,Brazil,24553,23030,Power generation/renewable sources
93562,9.06E+11,,2013,United Kingdom,Brazil,85252,23030,Power generation/renewable sources
93621,9.06E+11,,2013,United Kingdom,India,12858994,23030,Power generation/renewable sources
93650,9.06E+11,,2013,United Kingdom,India,42323,23030,Power generation/renewable sources
93666,9.06E+11,,2013,United Kingdom,India,3778802,23020,Power generation/non-renewable sources
93667,9.06E+11,,2013,United Kingdom,India,22649,23030,Power generation/renewable sources
93672,9.06E+11,,2013,United Kingdom,Brazil,94075,23020,Power generation/non-renewable sources
93865,9.06E+11,,2013,United States,South Africa,12911,23030,Power generation/renewable sources
93861,9.06E+11,,2013,United States,South Africa,6456,23030,Power generation/renewable sources
93853,9.06E+11,,2013,United States,Chile,16775,23030,Power generation/renewable sources
93839,9.06E+11,,2013,United States,Chile,630077,23030,Power generation/renewable sources
93828,9.06E+11,,2013,United States,South Africa,112588,23030,Power generation/renewable sources
93808,9.06E+11,,2013,United States,Thailand,6921,32120,Industrial development
93454,9.06E+11,,2013,United Kingdom,Colombia,109598,16010,Social/ welfare services
93801,9.06E+11,,2013,United States,Chile,745413,23030,Power generation/renewable sources
93761,9.06E+11,,2013,United Kingdom,India,31283,16010,Social/ welfare services
93755,9.06E+11,,2013,United Kingdom,India,5520409,22020,Telecommunications
93754,9.06E+11,,2013,United Kingdom,India,90293,23030,Power generation/renewable sources
93744,9.06E+11,,2013,United Kingdom,Chile,3153,16010,Social/ welfare services
93726,9.06E+11,,2013,United Kingdom,Chile,4200,16010,Social/ welfare services
93682,9.06E+11,,2013,United Kingdom,Colombia,25227,23030,Power generation/renewable sources
93772,9.06E+11,,2013,United Kingdom,India,2951,16010,Social/ welfare services
93871,9.06E+11,,2013,United States,South Africa,7747,23030,Power generation/renewable sources
93444,9.06E+11,,2013,United Kingdom,Brazil,55202,16010,Social/ welfare services
93373,9.06E+11,,2013,United Kingdom,India,85137,16010,Social/ welfare services
98238,9.06001E+11,,2013,Italy,Brazil,130646,16010,Social/ welfare services
92362,9.06E+11,,2013,Canada,Chile,119727,16010,Social/ welfare services
92365,9.06E+11,,2013,Canada,Colombia,119727,16010,Social/ welfare services
92375,9.06E+11,,2013,Canada,Brazil,47218,16010,Social/ welfare services
92379,9.06E+11,,2013,Canada,Brazil,47208,16010,Social/ welfare services
92382,9.06E+11,,2013,Canada,South Africa,275445,16010,Social/ welfare services
92385,9.06E+11,,2013,Canada,South Africa,197768,16010,Social/ welfare services
92388,9.06E+11,,2013,Canada,South Africa,47208,16010,Social/ welfare services
92397,9.06E+11,,2013,Canada,India,32309,16010,Social/ welfare services
92398,9.06E+11,,2013,Canada,India,21735,16010,Social/ welfare services
92401,9.06E+11,,2013,Canada,India,9453,16010,Social/ welfare services
92402,9.06E+11,,2013,Canada,Colombia,1828,16010,Social/ welfare services
92557,9.06E+11,,2013,Canada,India,8629,16010,Social/ welfare services
92810,9.06E+11,,2013,Sweden,South Africa,4058,16010,Social/ welfare services
92812,9.06E+11,,2013,Sweden,South Africa,390226,16010,Social/ welfare services
92813,9.06E+11,,2013,Sweden,South Africa,9365,16010,Social/ welfare services
92814,9.06E+11,,2013,Sweden,South Africa,6400,16010,Social/ welfare services
93365,9.06E+11,,2013,United Kingdom,India,118252,23030,Power generation/renewable sources
93343,9.06E+11,,2013,United Kingdom,South Africa,421278,16010,Social/ welfare services
93339,9.06E+11,,2013,United Kingdom,South Africa,49243483,23020,Power generation/non-renewable sources
93337,9.06E+11,,2013,United Kingdom,Brazil,94602,16010,Social/ welfare services
93318,9.06E+11,,2013,United Kingdom,India,874717,16010,Social/ welfare services
93317,9.06E+11,,2013,United Kingdom,India,444746,16010,Social/ welfare services
93416,9.06E+11,,2013,United Kingdom,India,31204,23030,Power generation/renewable sources
93281,9.06E+11,,2013,United Kingdom,South Africa,1414859,23030,Power generation/renewable sources
92952,9.06E+11,,2013,Sweden,South Africa,234136,16010,Social/ welfare services
92951,9.06E+11,,2013,Sweden,South Africa,5537,16010,Social/ welfare services
92896,9.06E+11,,2013,Sweden,India,507294,32120,Industrial development
92880,9.06E+11,,2013,Sweden,South Africa,234136,16010,Social/ welfare services
92878,9.06E+11,,2013,Sweden,South Africa,174821,16010,Social/ welfare services
92875,9.06E+11,,2013,Sweden,South Africa,3902,16010,Social/ welfare services
93273,9.06E+11,,2013,United Kingdom,Thailand,4963,16010,Social/ welfare services
94717,9.06001E+11,,2013,France,Brazil,2577998,16010,Social/ welfare services
93897,9.06E+11,,2013,United States,Thailand,87777,16010,Social/ welfare services
93903,9.06E+11,,2013,United States,Thailand,180657,16010,Social/ welfare services
94365,9.06E+11,,2013,United States,India,608066,32220,Mineral/Metal prospection and exploration
94369,9.06E+11,,2013,United States,Colombia,13397,16010,Social/ welfare services
94370,9.06E+11,,2013,United States,Colombia,1436,16010,Social/ welfare services
94381,9.06E+11,,2013,United States,Brazil,922340,21050,Air transport
94386,9.06E+11,,2013,United States,India,629757,32220,Mineral/Metal prospection and exploration
94433,9.06E+11,,2013,United States,Colombia,6797,16010,Social/ welfare services
94434,9.06E+11,,2013,United States,Colombia,67077,16010,Social/ welfare services
94441,9.06E+11,,2013,United States,Brazil,725013,21050,Air transport
94442,9.06E+11,,2013,United States,Brazil,1074995,21050,Air transport
94450,9.06E+11,,2013,United States,Brazil,288503,23020,Power generation/non-renewable sources
94503,9.06001E+11,,2013,United States,Colombia,167043,16010,Social/ welfare services
94515,9.06001E+11,,2013,France,South Africa,129412168,23030,Power generation/renewable sources
94545,9.06001E+11,,2013,France,India,12941,16010,Social/ welfare services
94585,9.06001E+11,,2013,France,Thailand,5435,16010,Social/ welfare services
94593,9.06001E+11,,2013,France,Thailand,80561,16010,Social/ welfare services
94596,9.06001E+11,,2013,France,Thailand,198265,16010,Social/ welfare services
94608,9.06001E+11,,2013,France,South Africa,85979,16010,Social/ welfare services
94713,9.06001E+11,,2013,France,Brazil,154139,16010,Social/ welfare services
94699,9.06001E+11,,2013,France,Chile,3624,16010,Social/ welfare services
94698,9.06001E+11,,2013,France,Chile,14840,16010,Social/ welfare services
94697,9.06001E+11,,2013,France,Chile,25039,16010,Social/ welfare services
94690,9.06001E+11,,2013,France,Chile,128434,16010,Social/ welfare services
94685,9.06001E+11,,2013,France,Chile,135929,16010,Social/ welfare services
94354,9.06E+11,,2013,United States,Brazil,7230,21050,Air transport
94659,9.06001E+11,,2013,France,India,62427,16010,Social/ welfare services
94657,9.06001E+11,,2013,France,India,36536,16010,Social/ welfare services
94656,9.06001E+11,,2013,France,India,99539,16010,Social/ welfare services
94640,9.06001E+11,,2013,France,India,142353385,21030,Rail transport
94619,9.06001E+11,,2013,France,South Africa,796450,16010,Social/ welfare services
94611,9.06001E+11,,2013,France,South Africa,1204851,16010,Social/ welfare services
94610,9.06001E+11,,2013,France,South Africa,94842,16010,Social/ welfare services
94658,9.06001E+11,,2013,France,India,2764852,16010,Social/ welfare services
93901,9.06E+11,,2013,United States,Thailand,67553,16010,Social/ welfare services
94346,9.06E+11,,2013,United States,Brazil,67139,21050,Air transport
94327,9.06E+11,,2013,United States,India,514277,21050,Air transport
